,idx_2004,No_2004,Type_2004,State_2004,Winning Candidate_2004,Party_2004,Electors_2004,Votes_2004,Turnout_2004,Margin_2004,Margin %_2004,idx_2009,No_2009,Type_2009,State_2009,Winning Candidate_2009,Party_2009,Electors_2009,Votes_2009,Turnout_2009,Margin_2009,Margin %_2009,idx,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,idx_2019,No_2019,Type_2019,State_2019,Winning Candidate_2019,Party_2019,Electors_2019,Votes_2019,Turnout_2019,Margin_2019,Margin %_2019,idx_2024,No_2024,Type_2024,State_2024,Winning Candidate_2024,Party_2024,Electors_2024,Votes_2024,Turnout_2024,Margin_2024,Margin %_2024
Wardha,541.0,27.0,GEN,Maharashtra,Wagmare Suresh Ganapat,Bharatiya Janta Party,"11,44,924","6,25,840",54.7 %,"3,188",0.5%,539.0,8.0,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781.0,769846.0,54.7 %,95918.0,12.5%,539.0,8.0,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553.0,1013445.0,64.8 %,215783.0,21.3%,537.0,8.0,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,"16,79,788","10,72,570",64.2 %,"1,87,191",17.5%,539.0,8.0,GEN,Maharashtra,Amar Sharadrao Kale,Nationalist Congress Party – Sharadchandra Pawar,"16,82,771","10,95,012",65.1 %,"81,648",7.5%
Washim,542.0,20.0,ST,Maharashtra,Gawali (PATIL) KU.  BHAVANA PUNDLIKRAO,Shiv Sena,"11,51,886","7,19,643",62.5 %,"60,898",8.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayanad,,,,,,,,,,,,540.0,4.0,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097.0,825047.0,74.9 %,153439.0,18.6%,540.0,4.0,GEN,Kerala,M I Shanavas,Indian National Congress,1249420.0,915006.0,73.2 %,20870.0,2.3%,538.0,4.0,GEN,Kerala,Rahul Gandhi,Indian National Congress,"13,06,141","10,92,197",83.8 %,"4,31,770",39.5%,540.0,4.0,GEN,Kerala,Rahul Gandhi,Indian National Congress,"14,62,423","10,84,653",74.2 %,"3,64,422",33.6%
West Delhi,,,,,,,,,,,,541.0,6.0,GEN,Delhi [1977 Onwards],Mahabal Mishra,Indian National Congress,1687727.0,884241.0,52.4 %,129010.0,14.6%,541.0,6.0,GEN,Delhi [1977 Onwards],Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410.0,1347971.0,66.1 %,268586.0,19.9%,539.0,6.0,GEN,Delhi [1977 Onwards],Sant Prasad Sinha,Bharatiya Janta Party,"20,39,410","14,41,601",71.1 %,"5,78,486",40.1%,541.0,6.0,GEN,Delhi [1977 Onwards],Kamaljeet Sehrawat,Bharatiya Janta Party,"25,87,977","15,24,494",58.9 %,"1,99,013",13.1%
Zahirabad,,,,,,,,,,,,543.0,5.0,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566.0,1021137.0,75.1 %,17407.0,1.7%,543.0,5.0,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246.0,1094806.0,75.8 %,144631.0,13.2%,541.0,5.0,GEN,Telangana,B.B.Patil,Telangana Rashtra Samithi,"14,11,026","10,44,365",74.8 %,"6,229",0.6%,543.0,5.0,GEN,Telangana,Suresh Kumar Shetkar,Indian National Congress,"16,41,410","12,36,593",75.3 %,"46,188",3.7%
Allaphuza,12.0,15.0,GEN,Kerala,Dr. K. S. Manoj,Communist Party Of India (MARXIST),"9,71,154","7,28,156",75.0 %,"1,009",0.1%,9.0,15.0,GEN,Kerala,K.C Venugopal,Indian National Congress,1147162.0,911120.0,79.4 %,57635.0,6.3%,9.0,15.0,GEN,Kerala,K C Venugopal,Indian National Congress,1271324.0,997464.0,78.5 %,19407.0,1.9%,9.0,15.0,GEN,Kerala,Adv. A M Ariff,Communist Party Of India (Marxist),"12,98,061","10,88,728",84.3 %,"10,474",1.0%,9.0,15.0,GEN,Kerala,K. C Venugopal,Indian National Congress,"14,00,082","10,58,703",75.6 %,"63,513",6.0%
Jhalawar-Baran,247.0,15.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"11,88,576","5,67,172",47.7 %,"81,579",14.4%,244.0,25.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1447157.0,872015.0,60.3 %,52841.0,6.1%,244.0,25.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1669842.0,1146364.0,68.7 %,281546.0,24.6%,244.0,25.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"18,63,755","13,69,868",74.4 %,"4,53,928",33.1%,245.0,25.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"20,30,525","14,21,331",70.0 %,"3,70,989",26.1%
Karauli-Dholpur,,,,,,,,,,,,272.0,10.0,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,1303196.0,487218.0,37.4 %,29723.0,6.1%,272.0,10.0,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,1549662.0,845941.0,54.6 %,27216.0,3.2%,272.0,10.0,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,"17,82,015","9,98,044",56.4 %,"97,682",9.8%,272.0,10.0,SC,Rajasthan,Bhajan Lal Jatav,Indian National Congress,"19,75,352","9,88,122",50.0 %,"98,945",10.0%
Ahmedabad East,4.0,10.0,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,"13,82,793","5,48,391",39.7 %,"77,605",14.2%,4.0,7.0,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,1411761.0,597395.0,42.3 %,86056.0,14.4%,4.0,7.0,GEN,Gujarat,Paresh Rawal,Bharatiya Janta Party,1601832.0,985525.0,61.5 %,326633.0,33.1%,4.0,7.0,GEN,Gujarat,Patel Hasmukhbhai Somabhai,Bharatiya Janta Party,"17,13,598","11,16,367",65.7 %,"4,34,330",38.9%,4.0,7.0,GEN,Gujarat,Hasmukhbhai Patel (H.S.PATEL),Bharatiya Janta Party,"20,38,162","11,28,339",55.4 %,"4,61,755",40.9%
Gadchiroli-Chimur,,,,,,,,,,,,181.0,12.0,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,1285387.0,837822.0,65.2 %,28580.0,3.4%,181.0,12.0,ST,Maharashtra,Ashok Mahadeorao Nete,Bharatiya Janta Party,1469767.0,1027129.0,69.9 %,236870.0,23.1%,181.0,12.0,ST,Maharashtra,Ashok Mahadeorao Nete,Bharatiya Janta Party,"15,22,662","11,42,698",76.7 %,"77,526",6.8%,182.0,12.0,ST,Maharashtra,Dr. Kirsan Namdeo,Indian National Congress,"16,17,207","11,66,360",72.1 %,"1,41,696",12.1%
Ferozpur,184.0,13.0,GEN,Punjab,Zora Singh Maan,Shiromani Akali Dal,"13,02,221","8,67,635",66.6 %,"11,539",1.3%,179.0,10.0,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1342488.0,956952.0,71.3 %,21071.0,2.2%,179.0,10.0,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1522111.0,1105412.0,72.6 %,31420.0,2.8%,179.0,10.0,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,"15,87,296","11,72,033",74.8 %,"1,98,850",17.0%,180.0,10.0,GEN,Punjab,Sher Singh Ghubaya,Indian National Congress,"16,70,008","11,25,115",67.4 %,"3,242",0.3%
Fatehpur Sikri,183.0,54.0,GEN,Uttar Pradesh [2000 Onwards],Mahendra Prasad Nishad,Bahujan Samaj Party,"12,79,387","5,06,655",39.6 %,"52,568",10.4%,177.0,49.0,GEN,Uttar Pradesh [2000 Onwards],Rakesh Sachan,Samajwadi Party,1536621.0,694396.0,45.2 %,52228.0,7.5%,177.0,49.0,GEN,Uttar Pradesh [2000 Onwards],Niranjan Jyoti,Bharatiya Janta Party,1804777.0,1056688.0,58.6 %,187206.0,17.7%,177.0,49.0,GEN,Uttar Pradesh [2000 Onwards],Niranjan Jyoti,Bharatiya Janta Party,"17,83,535","10,43,655",59.3 %,"1,98,205",19.0%,178.0,49.0,GEN,Uttar Pradesh [2000 Onwards],Naresh Chandra Uttam Patel,Samajwadi Party,"19,38,563","11,06,944",57.1 %,"33,199",3.0%
Fatehgarh Sahib,,,,,,,,,,,,176.0,8.0,SC,Punjab,Sukhdev Singh,Indian National Congress,1207556.0,838150.0,69.4 %,34299.0,4.1%,176.0,8.0,SC,Punjab,Harinder Singh Khalsa,Aam Aadmi Party,1396957.0,1030954.0,73.8 %,54144.0,5.3%,176.0,8.0,SC,Punjab,Amar Singh,Indian National Congress,"14,70,008","9,85,948",68.0 %,"93,898",9.5%,177.0,8.0,SC,Punjab,Amar Singh,Indian National Congress,"15,52,567","9,74,256",62.8 %,"34,202",3.5%
Domariyaganj,168.0,31.0,SC,Uttar Pradesh [2000 Onwards],Mohd. Muqueem,Bahujan Samaj Party,"13,50,045","6,43,127",47.6 %,"52,902",8.2%,162.0,60.0,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Indian National Congress,1499679.0,736139.0,49.1 %,76566.0,10.4%,162.0,60.0,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,1761415.0,935027.0,53.1 %,103588.0,11.1%,162.0,60.0,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,"18,94,047","9,85,269",52.6 %,"1,05,321",10.7%,163.0,60.0,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,"19,61,845","10,18,965",51.9 %,"42,728",4.2%
Diamond Harbour,165.0,17.0,GEN,West Bengal,Samik Lahiri,Communist Party Of India (MARXIST),"11,02,946","8,35,475",75.8 %,"1,53,784",18.4%,158.0,21.0,GEN,West Bengal,Somendra Nath Mitra,All India Trinamool Congress,1302398.0,1054561.0,81.0 %,151689.0,14.4%,158.0,21.0,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,1555914.0,1261296.0,81.1 %,71298.0,5.7%,158.0,21.0,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,"18,73,955","14,09,002",76.1 %,"3,20,594",22.8%,158.0,21.0,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,"18,80,779","15,30,817",81.4 %,"7,10,930",46.4%
Dharwad South,161.0,23.0,GEN,Karnataka,Kunnur Manjunath Channappa,Bharatiya Janta Party,"12,04,353","8,65,016",71.8 %,"1,45,112",16.8%,153.0,11.0,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1411500.0,798496.0,56.6 %,137663.0,17.2%,153.0,11.0,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1579024.0,1041226.0,65.9 %,113657.0,10.9%,153.0,11.0,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,"16,87,290","12,13,505",72.1 %,"2,05,072",16.9%,153.0,11.0,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,"18,31,975","13,66,491",74.6 %,"97,324",7.1%
Davangere,152.0,6.0,ST,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,"13,32,608","9,08,840",68.2 %,"32,676",3.6%,147.0,13.0,GEN,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,1344920.0,907281.0,67.5 %,2024.0,0.2%,147.0,13.0,GEN,Karnataka,G M Siddeshwara,Bharatiya Janta Party,1522712.0,1114868.0,73.2 %,17607.0,1.6%,147.0,13.0,GEN,Karnataka,G M Siddeshwar,Bharatiya Janta Party,"16,13,781","11,94,586",74.2 %,"1,69,702",14.2%,147.0,13.0,GEN,Karnataka,Dr. Prabha Mallikarjun,Indian National Congress,"17,09,244","13,20,368",77.3 %,"26,094",2.0%
Dakshina Kannada,,,,,,,,,,,,141.0,17.0,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1364641.0,1016135.0,74.5 %,40420.0,4.0%,141.0,17.0,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1565281.0,1207474.0,77.1 %,143709.0,11.9%,141.0,17.0,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,"16,98,859","13,45,039",79.6 %,"2,74,621",20.4%,140.0,17.0,GEN,Karnataka,Captain Brijesh Chowta,Bharatiya Janta Party,"18,17,603","14,15,770",77.9 %,"1,49,208",10.5%
Daman & Diu,147.0,1.0,GEN,Daman & Diu,Patel Dahyabhai Vallabhbhai,Indian National Congress,"79,232","55,590",70.2 %,607,1.1%,142.0,1.0,GEN,Daman & Diu,Lalubhai Patel,Bharatiya Janta Party,95382.0,68023.0,71.3 %,24838.0,36.5%,142.0,1.0,GEN,Daman & Diu,Patel Lalubhai Babubhai,Bharatiya Janta Party,111827.0,87233.0,78.0 %,9222.0,10.6%,142.0,1.0,GEN,Daman & Diu,Lalubhai Babubhai Patel,Bharatiya Janta Party,"1,11,827","87,469",79.6 %,"9,942",11.4%,141.0,1.0,GEN,Daman & Diu,Patel Umeshbhai Babubhai,Independent,"1,34,189","92,410",68.9 %,"6,225",6.7%
Dadra & Nagar Haveli,144.0,1.0,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Bharatiya Navshakti Party,"1,22,681","84,699",69.0 %,"12,893",15.2%,139.0,1.0,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,150704.0,110363.0,73.2 %,618.0,0.6%,139.0,1.0,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,196617.0,165286.0,84.1 %,6214.0,3.8%,139.0,1.0,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Independent,"1,96,617","1,98,983",102.7 %,"9,001",4.5%,138.0,1.0,GEN,Dadra & Nagar Haveli,Delkar Kalaben Mohanbhai,Bharatiya Janta Party,"2,83,024","2,05,588",72.6 %,"57,584",28.0%
Chikballapur,129.0,9.0,ST,Karnataka,R.L. Jalappa,Indian National Congress,"13,14,311","9,29,379",70.7 %,"60,022",6.5%,129.0,27.0,GEN,Karnataka,M.Veerappa Moily,Indian National Congress,1437155.0,978715.0,68.1 %,51381.0,5.2%,129.0,27.0,GEN,Karnataka,M Veerappa Moily,Indian National Congress,1658342.0,1263274.0,76.2 %,9520.0,0.8%,129.0,27.0,GEN,Karnataka,B.N.Bache Gowda,Bharatiya Janta Party,"18,04,143","13,86,963",77.3 %,"1,82,110",13.1%,128.0,27.0,GEN,Karnataka,Dr.K.Sudhakar,Bharatiya Janta Party,"19,81,347","15,30,820",77.3 %,"1,63,460",10.7%
Burdwan - Durgapur,110.0,39.0,GEN,West Bengal,Nikhilananda Sar,Communist Party Of India (MARXIST),"12,21,820","9,94,003",81.4 %,"4,71,351",47.4%,113.0,39.0,GEN,West Bengal,Sk. Saidul Haque,Communist Party Of India (MARXIST),1353380.0,1136226.0,84.0 %,108237.0,9.5%,113.0,39.0,GEN,West Bengal,Dr. Mamtaz Sanghamita,All India Trinamool Congress,1583498.0,1331242.0,84.1 %,107331.0,8.1%,113.0,39.0,GEN,West Bengal,S.S Ahluwalia,Bharatiya Janta Party,"19,05,750","14,33,007",76.2 %,"2,439",0.2%,112.0,39.0,GEN,West Bengal,Azad Kirti Jha,All India Trinamool Congress,"18,51,780","15,01,773",81.1 %,"1,37,981",9.2%
Bhiwani-Mahendragarh,,,,,,,,,,,,98.0,8.0,GEN,Haryana,Shruti Choudhry,Indian National Congress,1212513.0,864504.0,71.3 %,55577.0,6.4%,98.0,8.0,GEN,Haryana,Dharambir S/o Bhale Ram,Bharatiya Janta Party,1473912.0,1030431.0,69.9 %,129394.0,12.6%,98.0,8.0,GEN,Haryana,Dharambir Singh S/o Bhale Ram,Bharatiya Janta Party,"15,66,494","11,61,115",74.3 %,"4,44,463",38.3%,97.0,8.0,GEN,Haryana,Dharambir Singh,Bharatiya Janta Party,"17,93,029","11,83,395",66.0 %,"41,510",3.5%
Bhandara - Gondiya,,,,,,,,,,,,91.0,11.0,GEN,Maharashtra,Patel Praful Manoharbhai,Nationalist Congress Party,1450477.0,1030995.0,71.1 %,251915.0,24.4%,90.0,11.0,GEN,Maharashtra,Nanabhau Falgunrao Patole,Bharatiya Janta Party,1656284.0,1197196.0,72.3 %,149254.0,12.5%,91.0,11.0,GEN,Maharashtra,Sunil Baburao Mendhe,Bharatiya Janta Party,"17,56,518","12,44,931",71.5 %,"1,97,394",15.9%,90.0,11.0,GEN,Maharashtra,Dr. Prashant Yadaorao Padole,Indian National Congress,"18,27,188","12,35,073",67.6 %,"37,380",3.0%
Bhatinda,87.0,11.0,GEN,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,"12,85,978","7,63,164",59.4 %,"62,642",8.2%,81.0,11.0,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1336790.0,1048144.0,78.4 %,120948.0,11.5%,93.0,11.0,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289.0,1176767.0,77.2 %,19395.0,1.6%,81.0,11.0,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,"15,89,895","12,00,810",76.4 %,"21,772",1.8%,80.0,11.0,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,"16,51,188","11,51,170",69.7 %,"49,656",4.3%
Bardhaman Purba,,,,,,,,,,,,71.0,38.0,SC,West Bengal,Anup Kumar Saha,Communist Party Of India (MARXIST),1289311.0,1124896.0,87.3 %,59419.0,5.3%,71.0,38.0,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,1532244.0,1320922.0,86.2 %,114479.0,8.7%,71.0,38.0,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,"18,36,635","14,39,286",79.0 %,"89,311",6.2%,70.0,38.0,SC,West Bengal,Dr. Sharmila Sarkar,All India Trinamool Congress,"18,01,333","14,97,310",83.1 %,"1,60,572",10.7%
Barabanki,60.0,25.0,GEN,Uttar Pradesh [2000 Onwards],Kamla Prasad,Bahujan Samaj Party,"12,14,993","5,40,219",44.5 %,"20,922",3.9%,67.0,53.0,SC,Uttar Pradesh [2000 Onwards],P.L.Punia,Indian National Congress,1422218.0,743415.0,52.3 %,167913.0,22.6%,67.0,53.0,SC,Uttar Pradesh [2000 Onwards],Priyanka Singh Rawat,Bharatiya Janta Party,1721282.0,1068168.0,62.1 %,211878.0,19.8%,67.0,53.0,SC,Uttar Pradesh [2000 Onwards],Upendra Singh Rawat,Bharatiya Janta Party,"17,62,832","11,55,341",66.0 %,"1,10,140",9.5%,66.0,53.0,SC,Uttar Pradesh [2000 Onwards],Tanuj Punia,Indian National Congress,"19,18,491","12,90,634",67.3 %,"2,15,704",16.7%
Bangalore Central,,,,,,,,,,,,57.0,25.0,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,1901346.0,847135.0,44.6 %,35218.0,4.2%,57.0,25.0,GEN,Karnataka,P.C. Mohan,Bharatiya Janta Party,1931663.0,1074589.0,55.6 %,137500.0,12.8%,57.0,25.0,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,"21,65,307","11,97,234",55.8 %,"70,968",5.9%,56.0,25.0,GEN,Karnataka,P C Mohan,Bharatiya Janta Party,"24,33,751","13,16,510",54.1 %,"32,707",2.5%
Bangalore Rural,,,,,,,,,,,,59.0,23.0,GEN,Karnataka,H D Kumaraswamy,Janata Dal (Secular),1904135.0,1103049.0,57.9 %,130275.0,11.8%,59.0,23.0,GEN,Karnataka,D K Suresh,Indian National Congress,2190397.0,1455244.0,66.4 %,231480.0,15.9%,59.0,23.0,GEN,Karnataka,D.K. Suresh,Indian National Congress,"16,01,076","16,21,906",102.1 %,"2,06,870",12.8%,58.0,23.0,GEN,Karnataka,Dr C N Manjunath,Bharatiya Janta Party,"28,02,580","19,19,540",68.5 %,"2,69,647",14.0%
Bangalore North,53.0,12.0,GEN,Karnataka,Dr. H.T. Sangliana,Bharatiya Janta Party,"21,33,579","11,57,337",54.2 %,"30,358",2.6%,58.0,24.0,GEN,Karnataka,D. B. Chandre Gowda,Bharatiya Janta Party,2144091.0,1001678.0,46.7 %,59665.0,6.0%,58.0,24.0,GEN,Karnataka,D.V Sadananda Gowda,Bharatiya Janta Party,2401472.0,1356718.0,56.5 %,229764.0,16.9%,58.0,24.0,GEN,Karnataka,D.V. Sadananda Gowda,Bharatiya Janta Party,"28,19,424","15,59,459",55.7 %,"1,47,518",9.5%,57.0,24.0,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,"32,14,496","17,52,504",54.5 %,"2,59,476",14.8%
Bangalore South,54.0,13.0,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,"16,20,352","8,00,632",49.4 %,"62,271",7.8%,60.0,26.0,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,2031030.0,908751.0,44.7 %,37612.0,4.1%,60.0,26.0,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1999882.0,1113726.0,55.7 %,228575.0,20.5%,60.0,26.0,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,"21,75,375","11,88,491",55.1 %,"3,31,192",27.9%,59.0,26.0,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,"23,41,759","12,49,342",53.4 %,"2,77,083",22.2%
Bahraich,44.0,27.0,SC,Uttar Pradesh [2000 Onwards],Rubab Sayeda,Samajwadi Party,"14,23,646","5,49,535",38.6 %,"26,334",4.8%,50.0,56.0,SC,Uttar Pradesh [2000 Onwards],Kamal Kishor,Indian National Congress,1246823.0,512702.0,41.1 %,38953.0,7.6%,50.0,56.0,SC,Uttar Pradesh [2000 Onwards],Sadhvi Savitri Bai Foole,Bharatiya Janta Party,1638645.0,934263.0,57.0 %,95645.0,10.2%,50.0,56.0,SC,Uttar Pradesh [2000 Onwards],Akshaibar Lal,Bharatiya Janta Party,"16,86,646","9,89,848",59.5 %,"1,28,752",13.0%,48.0,56.0,SC,Uttar Pradesh [2000 Onwards],Anand Kumar,Bharatiya Janta Party,"18,38,684","10,56,566",57.5 %,"64,227",6.1%
Baharampur,78.0,10.0,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,"12,20,502","9,87,380",80.9 %,"98,901",10.0%,49.0,10.0,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1179938.0,953789.0,80.8 %,186977.0,19.6%,49.0,10.0,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1453783.0,1154587.0,79.4 %,356567.0,30.9%,49.0,10.0,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,"17,46,812","12,99,997",75.2 %,"80,696",6.2%,49.0,10.0,GEN,West Bengal,Pathan Yusuf,All India Trinamool Congress,"17,83,078","13,84,770",77.7 %,"85,022",6.1%
Sonipat,494.0,4.0,GEN,Haryana,Kishan Singh Sangwan,Bharatiya Janta Party,"11,38,771","7,36,510",64.7 %,"7,569",1.0%,483.0,6.0,GEN,Haryana,Jitender Singh,Indian National Congress,1099978.0,712449.0,64.8 %,161284.0,22.6%,483.0,6.0,GEN,Haryana,Ramesh Chander,Bharatiya Janta Party,1417188.0,985637.0,69.6 %,77414.0,7.9%,482.0,6.0,GEN,Haryana,Ramesh Chander Kaushik,Bharatiya Janta Party,"14,93,894","11,29,532",75.8 %,"1,64,864",14.6%,483.0,6.0,GEN,Haryana,Satpal Brahamchari,Indian National Congress,"17,66,624","11,23,944",63.6 %,"21,816",1.9%
Shimla,486.0,1.0,GEN,Himachal Pradesh,Dhani Ram Shandil,Indian National Congress,"10,18,988","5,25,998",51.6 %,"1,08,180",20.6%,467.0,4.0,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1106608.0,616777.0,55.7 %,27327.0,4.4%,467.0,4.0,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1153363.0,737757.0,64.0 %,84187.0,11.4%,466.0,4.0,SC,Himachal Pradesh,Suresh Kumar Kashyap,Bharatiya Janta Party,"11,53,363","9,13,608",79.9 %,"3,27,515",35.8%,467.0,4.0,SC,Himachal Pradesh,Suresh Kumar Kashyap,Bharatiya Janta Party,"13,46,369","9,69,965",72.0 %,"91,451",9.4%
Secundrabad,470.0,31.0,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,"18,50,694","9,73,226",52.6 %,"68,758",7.1%,462.0,8.0,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1574818.0,865489.0,55.0 %,170167.0,19.7%,462.0,8.0,GEN,Telangana,Bandaru Dattatreya,Bharatiya Janta Party,1893647.0,1003769.0,53.0 %,254735.0,25.4%,461.0,8.0,GEN,Telangana,G . Kishan Reddy,Bharatiya Janta Party,"18,90,049","9,15,106",48.9 %,"62,114",6.8%,462.0,8.0,GEN,Telangana,G. Kishan Reddy,Bharatiya Janta Party,"21,20,401","10,47,659",49.4 %,"49,944",4.8%
Sant Kabir Nagar,,,,,,,,,,,,456.0,62.0,GEN,Uttar Pradesh [2000 Onwards],Bhisma Shankar Alias Kushal Tiwari,Bahujan Samaj Party,1694453.0,800935.0,47.3 %,29496.0,3.7%,456.0,62.0,GEN,Uttar Pradesh [2000 Onwards],Sharad Tripathi,Bharatiya Janta Party,1904327.0,1011649.0,53.1 %,97978.0,9.7%,455.0,62.0,GEN,Uttar Pradesh [2000 Onwards],Praveen Kumar Nishad,Bharatiya Janta Party,"19,35,219","10,63,390",55.6 %,"35,749",3.4%,456.0,62.0,GEN,Uttar Pradesh [2000 Onwards],Laxmikant Pappu Nishad,Samajwadi Party,"20,71,964","10,91,202",52.7 %,"92,170",8.4%
Ratnagiri - Sindhudurg,446.0,2.0,GEN,Maharashtra,Anant Geete,Shiv Sena,"9,14,770","5,60,620",61.3 %,"1,48,968",26.6%,441.0,46.0,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,1252255.0,719855.0,57.5 %,46750.0,6.5%,441.0,46.0,GEN,Maharashtra,Vinayak Bhaurao Raut,Shiv Sena,1367361.0,896256.0,65.6 %,150051.0,16.7%,440.0,46.0,GEN,Maharashtra,Vinayak Raut,Shiv Sena,"13,93,965","9,01,102",65.6 %,"1,78,322",19.8%,441.0,46.0,GEN,Maharashtra,Narayan Tatu Rane,Bharatiya Janta Party,"14,51,630","9,14,038",63.0 %,"47,858",5.2%
Puducherry,419.0,1.0,GEN,Pondicherry,Ramadass. M.,Pattali Makkal Katchi,"6,36,667","4,84,316",76.1 %,"69,181",14.3%,413.0,1.0,GEN,Pondicherry,Narayanasamy,Indian National Congress,762440.0,608533.0,79.8 %,91772.0,15.1%,413.0,1.0,GEN,Pondicherry,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1 %,60854.0,8.2%,415.0,1.0,GEN,Pondicherry,Ve. Vaithilingam,Indian National Congress,"9,69,845","7,90,760",82.8 %,"1,97,025",24.9%,416.0,1.0,GEN,Pondicherry,Ve Vaithilingam,Indian National Congress,"10,23,699","8,07,940",78.9 %,"1,36,516",16.9%
Peddapalli,411.0,36.0,SC,Andhra Pradesh,G. Venkat Swamy,Indian National Congress,"13,86,543","9,38,802",67.7 %,"2,63,135",28.0%,408.0,2.0,SC,Andhra Pradesh,Dr.G.Vivekanand,Indian National Congress,1315642.0,904183.0,68.7 %,49017.0,5.4%,408.0,2.0,SC,Telangana,Balka Suman,Telangana Rashtra Samithi,1425361.0,1022184.0,71.7 %,291158.0,28.5%,407.0,2.0,SC,Telangana,Venkatesh Netha Borlakunta,Telangana Rashtra Samithi,"13,68,475","9,70,051",71.5 %,"95,180",9.8%,408.0,2.0,SC,Telangana,Vamsi Krishna Gaddam,Indian National Congress,"15,96,430","10,95,295",68.6 %,"1,31,364",12.0%
